-19;-19;nan
-19;-17;nan
-19;-15;nan
-19;-13;nan
-19;-11;nan
-19;-9;nan
-19;-7;nan
-19;-5;nan
-19;-3;nan
-19;-1;nan
-19;1;nan
-19;3;nan
-19;5;nan
-19;7;nan
-19;9;nan
-19;11;nan
-19;13;nan
-19;15;nan
-19;17;nan
-17;-19;nan
-17;-17;0.916667
-17;-15;1
-17;-13;0.863636
-17;-11;1
-17;-9;1
-17;-7;0.706897
-17;-5;1.08696
-17;-3;1
-17;-1;1
-17;1;1
-17;3;1
-17;5;1
-17;7;0.960784
-17;9;1
-17;11;1
-17;13;0.777778
-17;15;1
-17;17;0.529412
-15;-19;nan
-15;-17;1
-15;-15;1
-15;-13;1
-15;-11;1
-15;-9;0.88
-15;-7;1.09375
-15;-5;0.905882
-15;-3;0.791667
-15;-1;0.990099
-15;1;0.990566
-15;3;1
-15;5;0.939759
-15;7;1.09231
-15;9;0.851351
-15;11;1
-15;13;0.842105
-15;15;0.714286
-15;17;0.684211
-13;-19;nan
-13;-17;0.826087
-13;-15;0.916667
-13;-13;1.02941
-13;-11;0.796875
-13;-9;0.851852
-13;-7;0.934783
-13;-5;1.0625
-13;-3;0.818898
-13;-1;0.992908
-13;1;1
-13;3;1.06154
-13;5;1.09483
-13;7;1
-13;9;0.880734
-13;11;0.75
-13;13;1
-13;15;0.928571
-13;17;0.571429
-11;-19;nan
-11;-17;0.894737
-11;-15;0.972222
-11;-13;1
-11;-11;0.84507
-11;-9;1
-11;-7;1.0283
-11;-5;0.917808
-11;-3;1.00617
-11;-1;1
-11;1;1
-11;3;1.05495
-11;5;1.06024
-11;7;0.910256
-11;9;0.862595
-11;11;1.08333
-11;13;0.901639
-11;15;0.863636
-11;17;1.06452
-9;-19;nan
-9;-17;1.05882
-9;-15;1.07143
-9;-13;0.80597
-9;-11;0.956044
-9;-9;0.885246
-9;-7;1
-9;-5;1.08633
-9;-3;1
-9;-1;0.884422
-9;1;0.764
-9;3;1.00498
-9;5;0.84058
-9;7;0.922222
-9;9;0.936508
-9;11;1.06667
-9;13;0.714286
-9;15;0.761194
-9;17;1
-7;-19;nan
-7;-17;0.931034
-7;-15;0.777778
-7;-13;0.768293
-7;-11;0.821053
-7;-9;0.833333
-7;-7;1.03659
-7;-5;0.901099
-7;-3;0.568376
-7;-1;0.338843
-7;1;0.289753
-7;3;0.296296
-7;5;0.689655
-7;7;1.02094
-7;9;0.774011
-7;11;0.940299
-7;13;0.960526
-7;15;1
-7;17;1.09091
-5;-19;nan
-5;-17;0.828571
-5;-15;1
-5;-13;1.06897
-5;-11;0.907407
-5;-9;0.964789
-5;-7;0.97561
-5;-5;0.753846
-5;-3;0.286364
-5;-1;0.151625
-5;1;0.157895
-5;3;0.272358
-5;5;0.241935
-5;7;0.814607
-5;9;0.982036
-5;11;0.871795
-5;13;1.06667
-5;15;1.01408
-5;17;1.05556
-3;-19;nan
-3;-17;0.891892
-3;-15;1.01887
-3;-13;0.897436
-3;-11;0.952381
-3;-9;1
-3;-7;0.938547
-3;-5;0.409524
-3;-3;0.208889
-3;-1;0.161404
-3;1;0.173203
-3;3;0.171521
-3;5;0.207843
-3;7;0.541667
-3;9;1
-3;11;1.07143
-3;13;1.0101
-3;15;0.791667
-3;17;0.884615
-1;-19;nan
-1;-17;1
-1;-15;1
-1;-13;1.0641
-1;-11;1.01869
-1;-9;0.873494
-1;-7;0.91358
-1;-5;0.276382
-1;-3;0.18107
-1;-1;0.190031
-1;1;0.180212
-1;3;0.219512
-1;5;0.213115
-1;7;0.37931
-1;9;0.830097
-1;11;1.02778
-1;13;0.991525
-1;15;1
-1;17;0.685185
1;-19;nan
1;-17;1.05714
1;-15;1
1;-13;0.962025
1;-11;0.862069
1;-9;1.01389
1;-7;0.759563
1;-5;0.253968
1;-3;0.204633
1;-1;0.180645
1;1;0.197605
1;3;0.184564
1;5;0.21831
1;7;0.482301
1;9;1.01648
1;11;0.948387
1;13;0.980769
1;15;1.06154
1;17;1
3;-19;nan
3;-17;1
3;-15;1
3;-13;0.75
3;-11;0.97
3;-9;0.921986
3;-7;1.00629
3;-5;0.453659
3;-3;0.275556
3;-1;0.151625
3;1;0.190476
3;3;0.238806
3;5;0.222222
3;7;0.550459
3;9;0.873016
3;11;1.03704
3;13;0.849462
3;15;1
3;17;1.03922
5;-19;nan
5;-17;0.888889
5;-15;0.904762
5;-13;1
5;-11;1.08642
5;-9;1
5;-7;1
5;-5;0.965753
5;-3;0.550296
5;-1;0.36612
5;1;0.215686
5;3;0.244813
5;5;0.456853
5;7;0.960265
5;9;1
5;11;1.09402
5;13;0.851852
5;15;0.9
5;17;0.918919
7;-19;nan
7;-17;1
7;-15;0.941176
7;-13;1.06667
7;-11;1
7;-9;1
7;-7;1
7;-5;0.969072
7;-3;1.02069
7;-1;0.683099
7;1;0.697531
7;3;0.698795
7;5;0.92029
7;7;1
7;9;0.827586
7;11;0.901235
7;13;1
7;15;0.775
7;17;1
9;-19;nan
9;-17;0.315789
9;-15;0.555556
9;-13;1
9;-11;1
9;-9;0.847458
9;-7;1
9;-5;0.793103
9;-3;1.07
9;-1;0.981982
9;1;0.928
9;3;0.847328
9;5;1
9;7;0.978947
9;9;1
9;11;1.01449
9;13;0.693878
9;15;0.769231
9;17;0.909091
11;-19;nan
11;-17;1
11;-15;0.576923
11;-13;0.695652
11;-11;0.777778
11;-9;0.93617
11;-7;0.946429
11;-5;1
11;-3;0.712644
11;-1;0.862069
11;1;0.780952
11;3;1.08451
11;5;1
11;7;0.728571
11;9;0.794118
11;11;1
11;13;0.967742
11;15;0.62069
11;17;1
13;-19;nan
13;-17;1
13;-15;0.733333
13;-13;0.695652
13;-11;0.75
13;-9;1
13;-7;0.970588
13;-5;1
13;-3;1
13;-1;0.759259
13;1;1
13;3;1
13;5;1.02041
13;7;0.948718
13;9;0.861111
13;11;1.07692
13;13;0.944444
13;15;0.818182
13;17;1
15;-19;nan
15;-17;0.333333
15;-15;0.272727
15;-13;0.818182
15;-11;1.08333
15;-9;1.05882
15;-7;1
15;-5;1
15;-3;0.875
15;-1;0.787879
15;1;0.806452
15;3;1.02778
15;5;1.09677
15;7;1
15;9;1
15;11;1.04762
15;13;0.882353
15;15;1
15;17;0.375
17;-19;nan
17;-17;1
17;-15;0.4
17;-13;0.222222
17;-11;1
17;-9;0.727273
17;-7;1
17;-5;1
17;-3;1
17;-1;0.625
17;1;1
17;3;0.666667
17;5;0.727273
17;7;1
17;9;1
17;11;0.642857
17;13;1
17;15;1
17;17;1
