-19;-19;nan
-19;-17;nan
-19;-15;nan
-19;-13;nan
-19;-11;nan
-19;-9;nan
-19;-7;nan
-19;-5;nan
-19;-3;nan
-19;-1;nan
-19;1;nan
-19;3;nan
-19;5;nan
-19;7;nan
-19;9;nan
-19;11;nan
-19;13;nan
-19;15;nan
-19;17;nan
-17;-19;nan
-17;-17;0.5
-17;-15;1.08333
-17;-13;0.681818
-17;-11;1
-17;-9;1.06667
-17;-7;0.724138
-17;-5;1
-17;-3;1
-17;-1;1
-17;1;1.01449
-17;3;1
-17;5;1.05172
-17;7;0.980392
-17;9;1
-17;11;0.916667
-17;13;1
-17;15;1
-17;17;0.764706
-15;-19;nan
-15;-17;1
-15;-15;0.619048
-15;-13;1
-15;-11;1
-15;-9;0.9
-15;-7;0.90625
-15;-5;0.682353
-15;-3;1.03125
-15;-1;1.08911
-15;1;1
-15;3;1.00935
-15;5;1
-15;7;1
-15;9;0.810811
-15;11;0.827586
-15;13;1
-15;15;1.09524
-15;17;1
-13;-19;nan
-13;-17;0.956522
-13;-15;1
-13;-13;1
-13;-11;0.828125
-13;-9;1
-13;-7;0.967391
-13;-5;1
-13;-3;0.897638
-13;-1;1.01418
-13;1;1.02055
-13;3;1.09231
-13;5;1.08621
-13;7;1.07216
-13;9;0.807339
-13;11;0.904762
-13;13;1
-13;15;0.642857
-13;17;0.828571
-11;-19;nan
-11;-17;1
-11;-15;1.08333
-11;-13;1
-11;-11;0.788732
-11;-9;0.851852
-11;-7;1
-11;-5;0.849315
-11;-3;1.09259
-11;-1;1.05357
-11;1;1
-11;3;1.03846
-11;5;1.00602
-11;7;0.846154
-11;9;0.801527
-11;11;0.927083
-11;13;0.967213
-11;15;1
-11;17;0.935484
-9;-19;nan
-9;-17;1
-9;-15;0.761905
-9;-13;0.820896
-9;-11;0.956044
-9;-9;0.819672
-9;-7;1
-9;-5;1.02158
-9;-3;1.01081
-9;-1;1.01508
-9;1;0.828
-9;3;1.08458
-9;5;0.971014
-9;7;0.883333
-9;9;1.07143
-9;11;0.95
-9;13;0.952381
-9;15;0.820896
-9;17;0.95122
-7;-19;nan
-7;-17;0.931034
-7;-15;0.851852
-7;-13;0.878049
-7;-11;0.884211
-7;-9;0.770833
-7;-7;0.945122
-7;-5;0.994505
-7;-3;0.675214
-7;-1;0.603306
-7;1;0.713781
-7;3;0.685185
-7;5;0.842365
-7;7;0.963351
-7;9;0.847458
-7;11;1.08955
-7;13;1
-7;15;1
-7;17;0.818182
-5;-19;nan
-5;-17;0.657143
-5;-15;1
-5;-13;0.850575
-5;-11;0.953704
-5;-9;0.922535
-5;-7;0.95122
-5;-5;0.753846
-5;-3;0.663636
-5;-1;0.574007
-5;1;0.661184
-5;3;0.601626
-5;5;0.705645
-5;7;1.05056
-5;9;1.04192
-5;11;0.858974
-5;13;1
-5;15;0.887324
-5;17;1
-3;-19;nan
-3;-17;0.837838
-3;-15;0.962264
-3;-13;0.961538
-3;-11;0.857143
-3;-9;1.05755
-3;-7;0.960894
-3;-5;0.714286
-3;-3;0.555556
-3;-1;0.477193
-3;1;0.53268
-3;3;0.485437
-3;5;0.513725
-3;7;0.634259
-3;9;0.968944
-3;11;0.875
-3;13;1
-3;15;0.930556
-3;17;0.903846
-1;-19;nan
-1;-17;1
-1;-15;1.0625
-1;-13;0.923077
-1;-11;0.88785
-1;-9;0.921687
-1;-7;0.975309
-1;-5;0.59799
-1;-3;0.436214
-1;-1;0.339564
-1;1;0.374558
-1;3;0.432056
-1;5;0.45082
-1;7;0.625616
-1;9;0.917476
-1;11;1
-1;13;0.974576
-1;15;1
-1;17;0.888889
1;-19;nan
1;-17;1.08571
1;-15;1.09259
1;-13;1
1;-11;0.922414
1;-9;0.9375
1;-7;1.0929
1;-5;0.503968
1;-3;0.378378
1;-1;0.383871
1;1;0.314371
1;3;0.362416
1;5;0.334507
1;7;0.517699
1;9;0.868132
1;11;1.07742
1;13;0.826923
1;15;0.953846
1;17;1.04167
3;-19;nan
3;-17;1
3;-15;1
3;-13;0.771739
3;-11;0.93
3;-9;0.836879
3;-7;0.886792
3;-5;0.492683
3;-3;0.377778
3;-1;0.216606
3;1;0.241497
3;3;0.291045
3;5;0.333333
3;7;0.550459
3;9;0.936508
3;11;1.07407
3;13;1
3;15;0.920635
3;17;1.01961
5;-19;nan
5;-17;1
5;-15;0.952381
5;-13;1
5;-11;0.962963
5;-9;1.08696
5;-7;0.787879
5;-5;0.828767
5;-3;0.455621
5;-1;0.42623
5;1;0.223529
5;3;0.228216
5;5;0.446701
5;7;0.966887
5;9;1
5;11;1
5;13;1
5;15;0.96
5;17;0.837838
7;-19;nan
7;-17;1
7;-15;1
7;-13;1
7;-11;1.03704
7;-9;0.96
7;-7;0.978723
7;-5;1
7;-3;0.813793
7;-1;0.816901
7;1;0.530864
7;3;0.710843
7;5;0.811594
7;7;1
7;9;0.801724
7;11;1
7;13;1.09434
7;15;1
7;17;1
9;-19;nan
9;-17;0.947368
9;-15;0.814815
9;-13;1.05882
9;-11;1
9;-9;1.01695
9;-7;1
9;-5;1
9;-3;1.04
9;-1;1.02703
9;1;0.8
9;3;0.801527
9;5;1
9;7;0.778947
9;9;0.928571
9;11;0.927536
9;13;0.857143
9;15;1
9;17;0.454545
11;-19;nan
11;-17;1
11;-15;0.538462
11;-13;0.956522
11;-11;1
11;-9;0.893617
11;-7;1.03571
11;-5;1.03448
11;-3;0.747126
11;-1;0.931034
11;1;0.571429
11;3;1
11;5;1
11;7;0.785714
11;9;0.941176
11;11;0.886792
11;13;0.774194
11;15;0.586207
11;17;0.769231
13;-19;nan
13;-17;1
13;-15;0.733333
13;-13;1
13;-11;0.916667
13;-9;1
13;-7;1.02941
13;-5;0.9375
13;-3;1
13;-1;0.777778
13;1;0.948718
13;3;1.03922
13;5;0.816327
13;7;0.974359
13;9;1
13;11;1
13;13;1
13;15;1
13;17;1
15;-19;nan
15;-17;0.5
15;-15;0.545455
15;-13;1.09091
15;-11;0.75
15;-9;1
15;-7;1
15;-5;0.645161
15;-3;1.04167
15;-1;1
15;1;0.935484
15;3;0.861111
15;5;1
15;7;1
15;9;1
15;11;0.952381
15;13;1
15;15;1
15;17;0.5
17;-19;nan
17;-17;1
17;-15;1
17;-13;0.666667
17;-11;1
17;-9;0.727273
17;-7;1
17;-5;1
17;-3;0.857143
17;-1;1.0625
17;1;0.565217
17;3;0.761905
17;5;0.590909
17;7;1
17;9;1.09091
17;11;1
17;13;1
17;15;1
17;17;0.5
