-19;-19;nan
-19;-17;nan
-19;-15;nan
-19;-13;nan
-19;-11;nan
-19;-9;nan
-19;-7;nan
-19;-5;nan
-19;-3;nan
-19;-1;nan
-19;1;nan
-19;3;nan
-19;5;nan
-19;7;nan
-19;9;nan
-19;11;nan
-19;13;nan
-19;15;nan
-19;17;nan
-17;-19;nan
-17;-17;1.08333
-17;-15;1
-17;-13;1
-17;-11;0.913043
-17;-9;0.633333
-17;-7;0.741379
-17;-5;1
-17;-3;1
-17;-1;1.01852
-17;1;1
-17;3;1
-17;5;1.05172
-17;7;1
-17;9;1
-17;11;0.944444
-17;13;1
-17;15;0.875
-17;17;0.588235
-15;-19;nan
-15;-17;0.75
-15;-15;0.714286
-15;-13;0.954545
-15;-11;1
-15;-9;0.88
-15;-7;1
-15;-5;1.02353
-15;-3;1
-15;-1;1.0099
-15;1;1
-15;3;0.915888
-15;5;0.987952
-15;7;1
-15;9;0.824324
-15;11;1
-15;13;0.947368
-15;15;1
-15;17;0.736842
-13;-19;nan
-13;-17;0.695652
-13;-15;1
-13;-13;1
-13;-11;1.01562
-13;-9;1.02469
-13;-7;1.03261
-13;-5;1
-13;-3;0.937008
-13;-1;0.921986
-13;1;0.89726
-13;3;1.02308
-13;5;1
-13;7;1.09278
-13;9;0.899083
-13;11;0.916667
-13;13;1
-13;15;0.880952
-13;17;0.628571
-11;-19;nan
-11;-17;1
-11;-15;0.944444
-11;-13;1
-11;-11;1
-11;-9;1.04938
-11;-7;1.0566
-11;-5;0.890411
-11;-3;1
-11;-1;0.940476
-11;1;1.09375
-11;3;0.928571
-11;5;1.07831
-11;7;0.903846
-11;9;0.954198
-11;11;1.05208
-11;13;0.934426
-11;15;0.886364
-11;17;0.903226
-9;-19;nan
-9;-17;1
-9;-15;0.833333
-9;-13;1.08955
-9;-11;0.879121
-9;-9;1.04098
-9;-7;1
-9;-5;1
-9;-3;1.01622
-9;-1;1.02513
-9;1;0.888
-9;3;0.900498
-9;5;0.830918
-9;7;0.85
-9;9;0.984127
-9;11;1.075
-9;13;0.869048
-9;15;0.820896
-9;17;0.560976
-7;-19;nan
-7;-17;0.827586
-7;-15;0.685185
-7;-13;1.09756
-7;-11;0.863158
-7;-9;0.729167
-7;-7;0.871951
-7;-5;1.04396
-7;-3;0.641026
-7;-1;0.590909
-7;1;0.60424
-7;3;0.52963
-7;5;0.73399
-7;7;0.884817
-7;9;0.943503
-7;11;1.09701
-7;13;1
-7;15;1
-7;17;1.09091
-5;-19;nan
-5;-17;0.628571
-5;-15;0.960784
-5;-13;0.931034
-5;-11;1.02778
-5;-9;1.08451
-5;-7;1.09146
-5;-5;0.774359
-5;-3;0.595455
-5;-1;0.552347
-5;1;0.588816
-5;3;0.654472
-5;5;0.58871
-5;7;0.932584
-5;9;1
-5;11;0.955128
-5;13;1.05556
-5;15;1
-5;17;1
-3;-19;nan
-3;-17;0.675676
-3;-15;1
-3;-13;0.884615
-3;-11;0.904762
-3;-9;1.01439
-3;-7;0.972067
-3;-5;0.642857
-3;-3;0.533333
-3;-1;0.470175
-3;1;0.522876
-3;3;0.488673
-3;5;0.529412
-3;7;0.75
-3;9;1.01863
-3;11;0.886905
-3;13;1.0404
-3;15;1
-3;17;0.673077
-1;-19;nan
-1;-17;1
-1;-15;1.0625
-1;-13;0.961538
-1;-11;1.08411
-1;-9;0.945783
-1;-7;1.07407
-1;-5;0.542714
-1;-3;0.366255
-1;-1;0.380062
-1;1;0.438163
-1;3;0.351916
-1;5;0.422131
-1;7;0.605911
-1;9;0.839806
-1;11;1.08333
-1;13;1.0339
-1;15;0.971831
-1;17;0.944444
1;-19;nan
1;-17;1
1;-15;1
1;-13;1
1;-11;0.887931
1;-9;1.02778
1;-7;0.978142
1;-5;0.444444
1;-3;0.274131
1;-1;0.277419
1;1;0.296407
1;3;0.42953
1;5;0.306338
1;7;0.575221
1;9;1.01648
1;11;0.987097
1;13;1.08654
1;15;1
1;17;1
3;-19;nan
3;-17;0.769231
3;-15;0.972222
3;-13;0.684783
3;-11;0.97
3;-9;0.93617
3;-7;0.955975
3;-5;0.37561
3;-3;0.324444
3;-1;0.227437
3;1;0.258503
3;3;0.276119
3;5;0.351111
3;7;0.518349
3;9;0.820106
3;11;0.985185
3;13;0.978495
3;15;0.904762
3;17;0.823529
5;-19;nan
5;-17;1
5;-15;0.904762
5;-13;1
5;-11;0.839506
5;-9;1
5;-7;0.954545
5;-5;0.863014
5;-3;0.538462
5;-1;0.284153
5;1;0.227451
5;3;0.286307
5;5;0.42132
5;7;0.933775
5;9;1
5;11;1.04274
5;13;0.814815
5;15;0.9
5;17;0.891892
7;-19;nan
7;-17;1
7;-15;1
7;-13;0.955556
7;-11;1
7;-9;1.06667
7;-7;0.968085
7;-5;1
7;-3;0.786207
7;-1;0.697183
7;1;0.469136
7;3;0.753012
7;5;0.913043
7;7;1
7;9;0.758621
7;11;1
7;13;1.0566
7;15;0.925
7;17;1
9;-19;nan
9;-17;0.526316
9;-15;1.07407
9;-13;0.705882
9;-11;1
9;-9;0.881356
9;-7;1
9;-5;0.850575
9;-3;1.09
9;-1;0.954955
9;1;0.664
9;3;0.793893
9;5;1.08
9;7;1.04211
9;9;1
9;11;1
9;13;1.04082
9;15;1
9;17;1
11;-19;nan
11;-17;1
11;-15;0.807692
11;-13;0.782609
11;-11;0.805556
11;-9;1
11;-7;0.892857
11;-5;0.982759
11;-3;0.735632
11;-1;0.850575
11;1;0.619048
11;3;1
11;5;1
11;7;0.757143
11;9;0.647059
11;11;0.886792
11;13;0.935484
11;15;0.689655
11;17;1
13;-19;nan
13;-17;1
13;-15;0.933333
13;-13;0.26087
13;-11;0.583333
13;-9;1
13;-7;1
13;-5;1
13;-3;1
13;-1;0.814815
13;1;1
13;3;1
13;5;1
13;7;1
13;9;1
13;11;1
13;13;1
13;15;1
13;17;1
15;-19;nan
15;-17;0.833333
15;-15;0.909091
15;-13;0.909091
15;-11;1
15;-9;1
15;-7;1.05556
15;-5;0.806452
15;-3;1.08333
15;-1;1
15;1;0.580645
15;3;0.888889
15;5;0.774194
15;7;0.909091
15;9;1.05882
15;11;0.666667
15;13;0.882353
15;15;0.857143
15;17;0.75
17;-19;nan
17;-17;1
17;-15;0.8
17;-13;1
17;-11;1
17;-9;0.818182
17;-7;1
17;-5;1
17;-3;1
17;-1;1
17;1;0.478261
17;3;0.904762
17;5;0.454545
17;7;0.692308
17;9;1
17;11;0.642857
17;13;1
17;15;0.666667
17;17;1
